This Twitter Feed is Recording for this Bounding Box (sw long, sw lat, ne long, ne lat)  -122.34, 28.62, -59.41, 46.567Starting at this date and time  Mon Nov 07 2016 20:32:26 GMT-0500 (Eastern Standard Time)
Screen Name, Tweet Content, Tweet Time, User Location, Coordinates, Tweet Place
"SkittlesTolfzer","@TheKamillex wow he really shouldn't quit his day job, keep up the good work.","Tue Nov 08 01:32:27 +0000 2016","Philadelphia, PA","null","Woodlyn, PA"
"DJTanksGirl","@NBCTheVoice #AustinAllsup","Tue Nov 08 01:32:27 +0000 2016","null","null","Sellersburg, IN"
"jasonmiliann","Why does it feel so damn late","Tue Nov 08 01:32:27 +0000 2016","Dallas, TX","null","Lakeland Heights, TX"
"NickCresswell7","Mf delicious and packed with fiber https://t.co/6IE9KogmMd","Tue Nov 08 01:32:27 +0000 2016","KC","null","Independence, MO"
"meganlmartin2","@_justdoitPruitt https://t.co/BwKunJoksI","Tue Nov 08 01:32:27 +0000 2016","Franklin, IN","null","Greenwood, IN"
"MartyMcfly101","@_MissJamaica_ #NOVEMEBER12TH
@_FAMENT_ &amp; #CSA Presents:
REP YOUR FLAG
#REGGAE VS #HIPHOP
#DSU #WESELY #DELTECH… https://t.co/UzLWcmPvLM","Tue Nov 08 01:32:27 +0000 2016","w/ @TheRealFamEnt","null","Delaware, USA"
"elmoniquee","Bitch don't even know if she want dick or pussy..better move around, confused ass hoe.","Tue Nov 08 01:32:27 +0000 2016","Sliding..","null","New Orleans, LA"
"JQLouise","Rayban vision 😎 #Nantucket #Sankaty #ack @brooksbrothers #travel #travelblogger… https://t.co/HAPYCvMnMb","Tue Nov 08 01:32:27 +0000 2016","Boston, MA","[object Object]","Nantucket, MA"
"kelleyjenkins11","#VoicePlayoffsAustin","Tue Nov 08 01:32:27 +0000 2016","Harbour Island","null","Manhattan, NY"
"miichaelharris",""Turn left" 
Gets in right lane https://t.co/8PodbbzeRO","Tue Nov 08 01:32:27 +0000 2016","null","null","Cuyahoga Falls, OH"
"SUPERbabyromo","i tweet for my friends","Tue Nov 08 01:32:27 +0000 2016","AZ","null","Phoenix, AZ"
"carloswheatley","#takenote #UTAatPHI","Tue Nov 08 01:32:27 +0000 2016","Salt Lake City, UT","null","Murray, UT"
"bradpholden","@astrocrash @vrooje @jradavenport @njgoldbaum the best thing is that as crap as GS wages at UCSC are, they are higher in Ay than other depts","Tue Nov 08 01:32:27 +0000 2016","California","null","Santa Cruz, CA"
"kjlamb18","@MeghanWassmer dang meg😢","Tue Nov 08 01:32:27 +0000 2016","null","null","Matawan, NJ"
"LaceyAnnGordon1","If you're a Hillary Clinton follower watch 13 hours: The Secret Soldiers of Benghazi.","Tue Nov 08 01:32:27 +0000 2016","null","null","Beaver Dam, KY"
"rad4795","My suitemate is straight listening to the national anthem on repeat rn in his room","Tue Nov 08 01:32:27 +0000 2016","1995-96","null","New York, USA"
"EmilyBierly","@marcellatoups hulu?","Tue Nov 08 01:32:28 +0000 2016","217➡️217","null","Charleston, IL"
"nathanrain1","Y is it dark outside?","Tue Nov 08 01:32:27 +0000 2016","♋️","null","Los Angeles, CA"
"camissole","If anyone owns an extra phone charger lemme know bc mine does NOT work &amp; it's killing me","Tue Nov 08 01:32:28 +0000 2016","Nashville, TN","null","Nashville, TN"
"LostInStereoLiz","Favorite Kota quote ever: "Look I came here just to say no."","Tue Nov 08 01:32:28 +0000 2016","New Jersey ","null","Bloomingdale, NJ"
"FrankCalhoune","Review #1,589: NBA YoungBoy "38 Baby"
https://t.co/htTPoxkTr9
@GGYOUNGBOY @shopwithken @BOOSIEOFFICIAL @iamkevingates @QRedOnTheTrack","Tue Nov 08 01:32:28 +0000 2016","Northeast PA & Long Island, NY","null","Pennsylvania, USA"
"funkykings","ARW IN Nashville. Awesome venue. 40' from the stage, dead center. https://t.co/8S5hfqtIzb","Tue Nov 08 01:32:27 +0000 2016","Sevierville TN","null","Schermerhorn Symphony Center"
"2219Clint","@MsTosciMarie digging New York huh","Tue Nov 08 01:32:27 +0000 2016","Queens, NY","null","Brooklyn, NY"
"mandafm16","@reed_303  is when I'm tired/hungry https://t.co/z7qVyVsOGd","Tue Nov 08 01:32:28 +0000 2016","null","null","Bloomsburg, PA"
"_brocklynn_","@molly_claire11 @apri_2001 https://t.co/BpRmQ0TP5A","Tue Nov 08 01:32:28 +0000 2016","Adair , Oklahoma","null","Oklahoma, USA"
"ItsAlyyyy","ME TO YOU @HaleeNevada https://t.co/sxxWlfAv5k","Tue Nov 08 01:32:28 +0000 2016","Jacksonville Florida","null","Lakeside, FL"
"sillyduck69","@SquirtersVids @DailySexSupply @Eric_Reynolds_3","Tue Nov 08 01:32:28 +0000 2016","Lincoln Park, MI","null","Lincoln Park, MI"
"rafalafaa","Only people who don't understand false equivalency are doing that. The rest of us will be celebrating a Clinton vic… https://t.co/1FO7FpFrFl","Tue Nov 08 01:32:28 +0000 2016","California, USA","null","Ontario, CA"
"brookieebae731","My brother just bit into a tomato like it was an apple...","Tue Nov 08 01:32:28 +0000 2016","Grand Prairie, TX","null","Lakeland Heights, TX"
"Wilson_Football","Which team has scored 212 points with The Duke so far this season? #BUFvsSEA","Tue Nov 08 01:32:28 +0000 2016","On the Field","null","Illinois, USA"
"nicole__clark","@nicole__clark lol no one liked it","Tue Nov 08 01:32:28 +0000 2016","canton","null","Michigan, USA"
"elrobby12","Hate to play at night, but it is what it is! Just win the first set,… https://t.co/dLFghgbs33","Tue Nov 08 01:32:28 +0000 2016","san antonio, texas","[object Object]","San Antonio, TX"
"LittleMisssMuse","Happy birthday @BethanyMota !! I've been watching your videos all day lol I CANNOT WAIT to read your book💗💗💗💗","Tue Nov 08 01:32:28 +0000 2016","null","null","Chapel Hill, NC"
"taeleerae_","i have so much running through my head but can't find the words to talk about it.","Tue Nov 08 01:32:28 +0000 2016","zanesville, ohio ","null","Roseville, OH"
"A_JoNey","I wish Nicole would rub this lotion on my legs for me","Tue Nov 08 01:32:28 +0000 2016","wv","null","West Virginia, USA"
"itsjanellebaby","I have hella shit to move 😩","Tue Nov 08 01:32:28 +0000 2016","California","null","Sacramento, CA"
"TopDiva09","Y'all go say happy birthday to a real nigga I love her @ayodvle 😍😘🎉🔥🎁🎈🎂","Tue Nov 08 01:32:28 +0000 2016"," Lion Mountain ","null","Georgia, USA"
"SLCPokemon","A wild Charizard appeared 449 meters from Target! It will expire around 6:47 PM. #SLC #PokemonGO https://t.co/eXn7cOwhPK","Tue Nov 08 01:32:28 +0000 2016","Salt Lake City, UT","[object Object]","Salt Lake City, UT"
"Hannah_Leannee","relatable https://t.co/bsadsSzzBX","Tue Nov 08 01:32:28 +0000 2016","Los Angeles, CA","null","California, USA"
"bourbonroad","If you think either one of the major party candidates represents your interests, and you're not ultra-rich, you're blind. #JillNotHill","Tue Nov 08 01:32:28 +0000 2016","Rancho Santa Margarita, CA","null","Alhambra, CA"
"Percy__White","A man who calls immigrants lazy says they steal jobs and pay no taxes but bragged about not paying his own... YALL… https://t.co/MYlRwnojRz","Tue Nov 08 01:32:27 +0000 2016","null","null","Iowa, USA"
"schwa","It’s really fun watching the pro-Trump twitter frothing mass lose their collective shit.","Tue Nov 08 01:32:28 +0000 2016","null","null","Berkeley, CA"
"dat_kass","People say college is the best years of your life but idk I kinda can't wait to graduate &amp; not be stressed 25/8","Tue Nov 08 01:32:28 +0000 2016","Chesterton, IN","null","West Lafayette, IN"
"Galehouse02","@L___Ries @Slaabb like that save lol","Tue Nov 08 01:32:28 +0000 2016","null","null","Ohio, USA"
"wanyashante_","@I_bring_joi i dont get that. why you wanna feel unwanted. save yaself the embarrassment. cause ill embarrass somebody quick 🙂","Tue Nov 08 01:32:28 +0000 2016","New Jersey, USA","null","Piscataway, NJ"
"Kelly_Hyla","Too hyped for this game #MNF #GoBills #GoSeahawks","Tue Nov 08 01:32:28 +0000 2016","Dunder Mifflin, Inc.","null","Brockport, NY"
"gizmosullivan","@UnbridldCowgirl that's for sure and they'd be a different color Lmao","Tue Nov 08 01:32:28 +0000 2016","AC, new mexico","null","New Mexico, USA"
"justinridesmx53","Putting flowmasters on my truck next week 🤑","Tue Nov 08 01:32:28 +0000 2016","Modesto, CA","null","California, USA"
"erinmichellejo","miss you too ❤️❤️tysm @destinyytaylorr","Tue Nov 08 01:32:28 +0000 2016","null","null","Florida, USA"
"chrisduffy103","@oreillyfactor Bill you are so true about how Americans will feel Wednesday morning. Our country is in trouble.","Tue Nov 08 01:32:28 +0000 2016","null","null","Newmarket, NH"
"shannontsnow","The creativity of Dobson Church of Christ Ladies @ Dobson Church of Christ https://t.co/xbTd9qj6Z1","Tue Nov 08 01:32:28 +0000 2016","Mount Airy, NC","[object Object]","North Carolina, USA"
"octonion","I'd love to see this guy win tomorrow. https://t.co/Nl6n9R8x6R","Tue Nov 08 01:32:28 +0000 2016","Versailles, KY","null","Kentucky, USA"
"FrancisXFranco","@MsCandyBlog What a cutie you are. https://t.co/Bt2j13Wpya","Tue Nov 08 01:32:28 +0000 2016","Woodside NYC New York","null","Manhattan, NY"
"ianrollersax","No filter needed last night at @cliftonsdtla @ Clifton's https://t.co/xvWfd73iP1","Tue Nov 08 01:32:28 +0000 2016","Los Angeles, CA","[object Object]","Los Angeles, CA"
"coffeeepleaseee","@Daynz_ @ryan_sanborn @RobynAvila1 https://t.co/WM48SvyMsR","Tue Nov 08 01:32:28 +0000 2016","pdx // phx // nyc ","null","Phoenix, AZ"
"cz77","oh say can you bee-on-see https://t.co/PXUhGepYQJ","Tue Nov 08 01:32:28 +0000 2016","Brooklyn, NY","null","Brooklyn, NY"
"0SXAJ","@robustyearning when I sometimes hit the wrong spot so sometimes end up pricking myself multiple times around the same site before inject it","Tue Nov 08 01:32:28 +0000 2016","West Hollywood, CA","null","Los Angeles, CA"
"cjzisi","Sweet Dreams https://t.co/hWtNwAuSi2 via @RiversofGrue great stuff","Tue Nov 08 01:32:28 +0000 2016","Virginia","null","Virginia, USA"
"mikaela_broom","vote or don't complain about the results!","Tue Nov 08 01:32:28 +0000 2016","San Luis Obispo, CA","null","Atascadero, CA"
"KingJB26_","Phone dry. Somebody hml","Tue Nov 08 01:32:28 +0000 2016","Houston, TX","null","Houston, TX"
"nikkiromeroo","I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/zQNCcM7JMJ","Tue Nov 08 01:32:28 +0000 2016","null","null","Roanoke, TX"
"unwrittenstoryy","they wasn't fucking with me cause I was fucking with you!","Tue Nov 08 01:32:29 +0000 2016","Bronx, NY","null","Bronx, NY"
"JuliaBiehler","HILLARY 2k16","Tue Nov 08 01:32:29 +0000 2016","null","null","Fairport, NY"
"AngelOverdrive","I'm at Ingram Transfer Center in San Antonio, TX https://t.co/Mf8SwpgSrj","Tue Nov 08 01:32:28 +0000 2016","San Antonio,TX","[object Object]","San Antonio, TX"
"joeswish13","2016 has been the culmination of 20 years of South Park in reality","Tue Nov 08 01:32:29 +0000 2016","New York, NY","null","Manhattan, NY"
"taylor_liverman","Mindless Self Indulgence made money off their music and I doubt my musical abilities.. something's not right.","Tue Nov 08 01:32:29 +0000 2016","null","null","La Porte, IN"
"t_boothe","757 gonna get the dub too https://t.co/xFkwsvhRJX","Tue Nov 08 01:32:29 +0000 2016","Chesapeake, VA","null","Norfolk, VA"
"JDiamond1","Trump campaign emails "National Voter Assistance Hotline" # to supporters so they can report voter fraud to campaig… https://t.co/3Ri7NYDuXo","Tue Nov 08 01:32:29 +0000 2016","Washington, DC","null","Manchester, NH"
"ThomasAwful","@grizzlam @LordDunlow oh yeah, we must get in there","Tue Nov 08 01:32:29 +0000 2016","Baltimore, MD","null","Baltimore, MD"
"caittywithrow","I hate Siri","Tue Nov 08 01:32:29 +0000 2016","Muncie, IN","null","Muncie, IN"
"somuchbanks","Muted 😋😋","Tue Nov 08 01:32:29 +0000 2016","null","null","Georgia, USA"
"DvinMsM","Why baffled? @realDonaldTrump #lieslikearug #TruthTrumpsLies https://t.co/NyIBPFXjHO","Tue Nov 08 01:32:29 +0000 2016","LA via NYC then the World!","null","Los Angeles, CA"
"xFUCKxBROCCOLIx","And maybe a couple bad bitches in my casket cause I intend on not waking up the next day","Tue Nov 08 01:32:29 +0000 2016","Hermiston, OR","null","Hermiston, OR"
"CoachNMarlowe","@Coach_JThomas those cupcakes look delicious........","Tue Nov 08 01:32:29 +0000 2016","Dallas, TX","null","The Woodlands, TX"
"MrMinch","#Bills https://t.co/yLkQSD8Zun","Tue Nov 08 01:32:28 +0000 2016","Rochester, NY ","null","Greece, NY"
"kristy_spearman","@kayyy_dn 😂😂😂😂","Tue Nov 08 01:32:29 +0000 2016","Greece, NY  ","null","Greece, NY"
"LastNameCutlet","@COGSFSU Robert's Rules or #BUST","Tue Nov 08 01:32:29 +0000 2016","Tallahassee, FL","null","Tallahassee, FL"
"Addieew_","@YoungBillz5 https://t.co/hlF7tmcAlg","Tue Nov 08 01:32:29 +0000 2016","null","null","South Carolina, USA"
"brkleezwerdbook","@briangantt1 RA Dickey is a southern guy 😂","Tue Nov 08 01:32:29 +0000 2016","Food store prolly","null","Oshawa, Ontario"
"ABswl16","@burnodo @SarahKSilverman @glamourmag No, just that you're not appreciating coalition building, which is what HRC &amp; Bernie are doing.","Tue Nov 08 01:32:29 +0000 2016","Southern California","null","West Hollywood, CA"
"_akathatNigga","I feel like shit 😴","Tue Nov 08 01:32:29 +0000 2016","carson CA ","null","Carson, CA"
